"REF_DATE","GEO","DGUID","Age at time of death","Sex","Characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2001","Canada, place of residence","2021A000011124","Age at time of death, 50 to 54 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222103","1.13.3.2","2.8","","","","1"
"2002","Canada, place of residence","2021A000011124","Age at time of death, 50 to 54 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222103","1.13.3.2","2.7","","","","1"
"2003","Canada, place of residence","2021A000011124","Age at time of death, 50 to 54 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222103","1.13.3.2","2.8","","","","1"
"2004","Canada, place of residence","2021A000011124","Age at time of death, 50 to 54 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222103","1.13.3.2","2.7","","","","1"
"2005","Canada, place of residence","2021A000011124","Age at time of death, 50 to 54 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222103","1.13.3.2","2.7","","","","1"
"2006","Canada, place of residence","2021A000011124","Age at time of death, 50 to 54 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222103","1.13.3.2","2.7","","","","1"
"2007","Canada, place of residence","2021A000011124","Age at time of death, 50 to 54 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222103","1.13.3.2","2.6","","","","1"
"2008","Canada, place of residence","2021A000011124","Age at time of death, 50 to 54 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222103","1.13.3.2","2.6","","","","1"
"2009","Canada, place of residence","2021A000011124","Age at time of death, 50 to 54 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222103","1.13.3.2","2.6","","","","1"
"2010","Canada, place of residence","2021A000011124","Age at time of death, 50 to 54 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222103","1.13.3.2","2.5","","","","1"
"2011","Canada, place of residence","2021A000011124","Age at time of death, 50 to 54 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222103","1.13.3.2","2.6","","","","1"
"2012","Canada, place of residence","2021A000011124","Age at time of death, 50 to 54 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222103","1.13.3.2","2.4","","","","1"
"2013","Canada, place of residence","2021A000011124","Age at time of death, 50 to 54 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222103","1.13.3.2","2.4","","","","1"
"2014","Canada, place of residence","2021A000011124","Age at time of death, 50 to 54 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222103","1.13.3.2","2.4","","","","1"
"2015","Canada, place of residence","2021A000011124","Age at time of death, 50 to 54 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222103","1.13.3.2","2.4","","","","1"
"2016","Canada, place of residence","2021A000011124","Age at time of death, 50 to 54 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222103","1.13.3.2","2.4","","","","1"
"2017","Canada, place of residence","2021A000011124","Age at time of death, 50 to 54 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222103","1.13.3.2","2.3","","","","1"
"2018","Canada, place of residence","2021A000011124","Age at time of death, 50 to 54 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222103","1.13.3.2","2.3","","","","1"
"2019","Canada, place of residence","2021A000011124","Age at time of death, 50 to 54 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222103","1.13.3.2","2.3","","","","1"
"2020","Canada, place of residence","2021A000011124","Age at time of death, 50 to 54 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222103","1.13.3.2","2.3","","","","1"
"2021","Canada, place of residence","2021A000011124","Age at time of death, 50 to 54 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222103","1.13.3.2","2.3","","","","1"
"2022","Canada, place of residence","2021A000011124","Age at time of death, 50 to 54 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222103","1.13.3.2","2.3","","","","1"
"2023","Canada, place of residence","2021A000011124","Age at time of death, 50 to 54 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222103","1.13.3.2","2.3","","","","1"
"2000","Canada, place of residence","2021A000011124","Age at time of death, 55 to 59 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222105","1.14.1.2","6.0","","","","1"
"2001","Canada, place of residence","2021A000011124","Age at time of death, 55 to 59 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222105","1.14.1.2","5.8","","","","1"
"2002","Canada, place of residence","2021A000011124","Age at time of death, 55 to 59 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222105","1.14.1.2","5.7","","","","1"
"2003","Canada, place of residence","2021A000011124","Age at time of death, 55 to 59 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222105","1.14.1.2","5.5","","","","1"
"2004","Canada, place of residence","2021A000011124","Age at time of death, 55 to 59 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222105","1.14.1.2","5.5","","","","1"
"2005","Canada, place of residence","2021A000011124","Age at time of death, 55 to 59 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222105","1.14.1.2","5.4","","","","1"
"2006","Canada, place of residence","2021A000011124","Age at time of death, 55 to 59 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222105","1.14.1.2","5.2","","","","1"
"2007","Canada, place of residence","2021A000011124","Age at time of death, 55 to 59 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222105","1.14.1.2","5.3","","","","1"
"2008","Canada, place of residence","2021A000011124","Age at time of death, 55 to 59 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222105","1.14.1.2","5.3","","","","1"
"2009","Canada, place of residence","2021A000011124","Age at time of death, 55 to 59 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222105","1.14.1.2","5.0","","","","1"
"2010","Canada, place of residence","2021A000011124","Age at time of death, 55 to 59 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222105","1.14.1.2","5.0","","","","1"
"2011","Canada, place of residence","2021A000011124","Age at time of death, 55 to 59 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222105","1.14.1.2","4.9","","","","1"
"2012","Canada, place of residence","2021A000011124","Age at time of death, 55 to 59 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222105","1.14.1.2","4.9","","","","1"
"2013","Canada, place of residence","2021A000011124","Age at time of death, 55 to 59 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222105","1.14.1.2","4.8","","","","1"
"2014","Canada, place of residence","2021A000011124","Age at time of death, 55 to 59 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222105","1.14.1.2","4.8","","","","1"
"2015","Canada, place of residence","2021A000011124","Age at time of death, 55 to 59 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222105","1.14.1.2","4.7","","","","1"
"2016","Canada, place of residence","2021A000011124","Age at time of death, 55 to 59 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222105","1.14.1.2","4.7","","","","1"
"2017","Canada, place of residence","2021A000011124","Age at time of death, 55 to 59 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222105","1.14.1.2","4.7","","","","1"
"2018","Canada, place of residence","2021A000011124","Age at time of death, 55 to 59 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222105","1.14.1.2","4.6","","","","1"
"2019","Canada, place of residence","2021A000011124","Age at time of death, 55 to 59 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222105","1.14.1.2","4.5","","","","1"
"2020","Canada, place of residence","2021A000011124","Age at time of death, 55 to 59 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222105","1.14.1.2","4.9","","","","1"
"2021","Canada, place of residence","2021A000011124","Age at time of death, 55 to 59 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222105","1.14.1.2","5.0","","","","1"
"2022","Canada, place of residence","2021A000011124","Age at time of death, 55 to 59 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222105","1.14.1.2","4.9","","","","1"
"2023","Canada, place of residence","2021A000011124","Age at time of death, 55 to 59 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222105","1.14.1.2","4.8","","","","1"
"2000","Canada, place of residence","2021A000011124","Age at time of death, 55 to 59 years","Males","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222107","1.14.2.2","7.5","","","","1"
"2001","Canada, place of residence","2021A000011124","Age at time of death, 55 to 59 years","Males","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222107","1.14.2.2","7.2","","","","1"
"2002","Canada, place of residence","2021A000011124","Age at time of death, 55 to 59 years","Males","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222107","1.14.2.2","7.0","","","","1"
